invoice_no,vendor_name,job_no,job_description,project_manager_name,invoice_date,transaction_date,invoice_amount,amount_paid,total_due,retainage_amount,open_for_aging,days_outstanding,aging_bucket,original_retainage_amount
10072023,Payroll4Construction,,,,2023-10-13,2023-10-13,33866.87,67733.74,-33866.87,0.0,0.0,818,90+,0.0
10072023,Zurich North America,,,,2023-10-13,2023-10-13,3292.32,6584.64,-3292.32,0.0,0.0,818,90+,0.0
10072025,Payroll4Construction,,,,2025-10-10,2025-10-10,98858.54,197717.08,-98858.54,0.0,0.0,90,61-90,0.0
1009125714,Mutual of Omaha,,,,2019-10-01,2019-10-01,1053.79,3161.3700000000003,-2107.5800000000004,0.0,0.0,2291,90+,0.0
10092015,U.S. Bank,1.0,CA Overhead / Office Admin,G&A,2015-10-09,2015-10-09,471.71,943.42,-471.71,0.0,0.0,3744,90+,0.0
100949,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-03-29,2016-03-29,964.66,1929.32,-964.66,0.0,0.0,3572,90+,0.0
10112025,Payroll4Construction,,,,2025-10-17,2025-10-17,53309.3,106618.6,-53309.3,0.0,0.0,83,61-90,0.0
10115,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2015-07-27,2015-07-27,643.13,1286.26,-643.13,0.0,0.0,3818,90+,0.0
101180,"Cupertino Electric, Inc.",3345.0,SLRH Joint Comm. 7 Auto Doors,Kathy Roth,2024-03-07,2024-03-07,7218.6,7218.599999999999,9.094947017729282e-13,1.2505552149377763e-12,9.094947017729282e-13,672,90+,721.86
101187,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-03-07,2024-03-07,42975.85,38678.26,4297.5899999999965,4297.589999999993,4297.5899999999965,672,90+,4297.59
10122015,Chrysler Capital,1.0,CA Overhead / Office Admin,G&A,2015-10-12,2015-10-12,1059.95,2119.9,-1059.95,0.0,0.0,3741,90+,0.0
10122024,Payroll4Construction,,,,2024-10-18,2024-10-18,39321.36,78642.72,-39321.36,0.0,0.0,447,90+,0.0
10122024,Zurich North America,,,,2024-10-18,2024-10-18,3894.7,7789.4,-3894.7,0.0,0.0,447,90+,0.0
101404,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-04-26,2016-04-26,849.01,1698.02,-849.01,0.0,0.0,3544,90+,0.0
10142022,Payroll4Construction,,,,2022-10-14,2022-10-14,23254.53,46509.060000000005,-23254.530000000006,0.0,0.0,1182,90+,0.0
10142022,Zurich North America,,,,2022-10-14,2022-10-14,2256.8,4513.6,-2256.8,0.0,0.0,1182,90+,0.0
10142023,Payroll4Construction,,,,2023-10-20,2023-10-20,33583.12,67166.24,-33583.12,0.0,0.0,811,90+,0.0
10142023,Zurich North America,,,,2023-10-20,2023-10-20,3202.31,6404.62,-3202.31,0.0,0.0,811,90+,0.0
10152019,Payroll4Construction,,,,2019-10-15,2019-10-15,36595.57,73191.14000000001,-36595.570000000014,0.0,0.0,2277,90+,0.0
10152021,Payroll4Construction,,,,2021-10-11,2021-10-11,37502.98,75005.95999999999,-37502.97999999999,0.0,0.0,1550,90+,0.0
10152021,Zurich North America,,,,2021-10-15,2021-10-15,4096.65,8193.300000000001,-4096.6500000000015,0.0,0.0,1546,90+,0.0
10162020,Payroll4Construction,,,,2020-10-16,2020-10-16,43096.95,86193.90000000001,-43096.95000000001,0.0,0.0,1910,90+,0.0
1016262864-0,L&W Supply,5167.0,Leak G857 Men's Locker,Kathy Roth,2025-12-09,2025-12-09,41.07,0.0,41.07,0.0,41.07,30,0-30,0.0
101677,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-05-26,2016-05-26,645.91,1291.82,-645.91,0.0,0.0,3514,90+,0.0
10192022,Home Depot Credit Services,3424.0,2022 Warranty Costs,Rodney Terra,2022-10-19,2022-10-19,0.0,-53.74,53.74,0.0,53.74,1177,90+,0.0
10192024,Payroll4Construction,,,,2024-10-25,2024-10-25,40674.57,81349.14,-40674.57,0.0,0.0,440,90+,0.0
10192024,Zurich North America,,,,2024-10-25,2024-10-25,4105.66,8211.32,-4105.66,0.0,0.0,440,90+,0.0
101928,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-06-23,2016-06-23,827.76,1655.52,-827.76,0.0,0.0,3486,90+,0.0
102002201140,Target,,,,2024-11-30,2024-11-30,1175.22,1621.52,-446.29999999999995,0.0,0.0,404,90+,0.0
102049,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-04-11,2024-04-11,46086.6,41477.94,4608.659999999996,4608.66,4608.659999999996,637,90+,4608.66
10212022,Payroll4Construction,,,,2022-10-19,2022-10-19,23573.23,47146.46000000001,-23573.230000000007,0.0,0.0,1177,90+,0.0
10212022,Zurich North America,,,,2022-10-19,2022-10-19,2221.91,4443.82,-2221.91,0.0,0.0,1177,90+,0.0
10212023,Payroll4Construction,,,,2023-10-27,2023-10-27,34682.34,69364.68000000001,-34682.34000000001,0.0,0.0,804,90+,0.0
102208,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-07-26,2016-07-26,779.94,1559.88,-779.94,0.0,0.0,3453,90+,0.0
10222025,Payroll4Construction,,,,2025-10-22,2025-10-22,50061.89,100123.78,-50061.89,0.0,0.0,78,61-90,0.0
102425,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-08-25,2016-08-25,738.26,1476.52,-738.26,0.0,0.0,3423,90+,0.0
102479,"Concrete Ready Mix, Inc.",2668.0,PAMF - 301 Old SF Rd. - Genera,Doris Quai Hoi,2024-02-08,2024-02-08,910.27,1820.54,-910.27,0.0,0.0,700,90+,0.0
10252015,Kaiser Foundation Health Plan,1.0,CA Overhead / Office Admin,G&A,2015-10-25,2015-10-25,7611.79,30447.16,-22835.37,0.0,0.0,3728,90+,0.0
10252024,Kaiser Foundation Health Plan,,,,2024-10-25,2024-10-25,47974.67,191898.68,-143924.01,0.0,0.0,440,90+,0.0
10252025,Payroll4Construction,,,,2025-10-31,2025-10-31,50504.13,101008.26000000001,-50504.13000000001,0.0,0.0,69,61-90,0.0
102560,Young Electric Company Inc.,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-03-19,2025-03-19,40462.5,36416.25,4046.25,4046.25,4046.25,295,90+,4046.25
102562,"Concrete Ready Mix, Inc.",3113.0,IHC 1118 Meridian Site/Infrast,Daniel Acosta,2024-02-16,2024-02-16,1543.84,3087.68,-1543.84,0.0,0.0,692,90+,0.0
10262024,Payroll4Construction,,,,2024-10-31,2024-10-31,40613.09,81226.18000000001,-40613.09000000001,0.0,0.0,434,90+,0.0
10262024,Zurich North America,,,,2024-10-31,2024-10-31,4010.66,8021.320000000001,-4010.6600000000008,0.0,0.0,434,90+,0.0
10264balance,"W2 Systems, LLC",5259.0,2026 Warranty Costs,Rodney Terra,2026-01-01,2026-01-01,27901.31,0.0,27901.31,0.0,27901.31,7,0-30,0.0
102652,"Concrete Ready Mix, Inc.",3681.0,SCU Electrical Enclosure Const,Doris Quai Hoi,2024-02-27,2024-02-27,999.77,1999.54,-999.77,0.0,0.0,681,90+,0.0
102671,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-09-28,2016-09-28,761.21,1522.42,-761.21,0.0,0.0,3389,90+,0.0
102716,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-05-08,2024-05-08,42922.3,38630.07,4292.230000000003,4292.23,4292.230000000003,610,90+,4292.23
10272023,Zurich North America,,,,2023-10-27,2023-10-27,3309.61,6619.22,-3309.61,0.0,0.0,804,90+,0.0
102771,Young Electric Company Inc.,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-04-18,2025-04-18,40462.5,36416.25,4046.25,4046.25,4046.25,265,90+,4046.25
102818,MISCELLANEOUS VENDOR,,,,2025-12-08,2025-12-08,1701.84,0.0,1701.84,0.0,1701.84,31,31-60,0.0
10282022,Payroll4Construction,,,,2022-10-27,2022-10-27,371529.86,743059.7200000001,-371529.8600000001,0.0,0.0,1169,90+,0.0
10282022,Zurich North America,,,,2022-10-28,2022-10-28,2150.8,4301.599999999999,-2150.7999999999993,0.0,0.0,1168,90+,0.0
10282023,Payroll4Construction,,,,2023-11-03,2023-11-03,35788.38,71576.76,-35788.38,0.0,0.0,797,90+,0.0
10282023,Zurich North America,,,,2023-11-03,2023-11-03,3443.13,6886.26,-3443.13,0.0,0.0,797,90+,0.0
102887A,Young Electric Company Inc.,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-05-08,2025-05-08,60693.75,54624.37,6069.379999999997,6069.38,6069.379999999997,245,90+,6069.38
10292021,Zurich North America,,,,2021-10-27,2021-10-27,3910.63,7821.26,-3910.63,0.0,0.0,1534,90+,0.0
102999,"Concrete Ready Mix, Inc.",3399.0,IHC 2nd Flr Administrative Off,Daniel Acosta,2024-04-03,2024-04-03,1285.53,2571.06,-1285.53,0.0,0.0,645,90+,0.0
10302020,Payroll4Construction,,,,2020-10-30,2020-10-30,38411.58,76823.16,-38411.58,0.0,0.0,1896,90+,0.0
103048,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-10-26,2016-10-26,729.95,1459.9,-729.95,0.0,0.0,3361,90+,0.0
103056,"Concrete Ready Mix, Inc.",3399.0,IHC 2nd Flr Administrative Off,Daniel Acosta,2024-04-11,2024-04-11,1285.53,2571.06,-1285.53,0.0,0.0,637,90+,0.0
10312015,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2015-10-31,2015-10-31,190.01,570.03,-380.02,0.0,0.0,3722,90+,0.0
10312015,Wells Fargo Health Benefit,1.0,CA Overhead / Office Admin,G&A,2015-10-31,2015-10-31,32.5,97.5,-65.0,0.0,0.0,3722,90+,0.0
10312016,Lisa Dang,,,,2016-10-31,2016-10-31,235.22,1881.76,-1646.54,0.0,0.0,3356,90+,0.0
10312016,Pedro Becerra,1037.0,Floor 2 South East,Michael Fernandes,2016-10-31,2016-10-31,454.46,5453.52,-4999.06,0.0,0.0,3356,90+,0.0
10312017,Greg Baba,1.0,CA Overhead / Office Admin,G&A,2017-10-31,2017-10-31,20.01,40.02000000000001,-20.01000000000001,0.0,0.0,2991,90+,0.0
10312017,Sumandeep Randhawa-Kalra,1.0,CA Overhead / Office Admin,G&A,2017-10-31,2017-10-31,124.66,249.32,-124.66,0.0,0.0,2991,90+,0.0
10312018,Abel Marmolejo,,,,2018-10-31,2018-10-31,2792.0,5584.0,-2792.0,0.0,0.0,2626,90+,0.0
10312018,Daniel Munoz Acosta,1.0,CA Overhead / Office Admin,G&A,2018-10-31,2018-10-31,99.19,297.57,-198.38,0.0,0.0,2626,90+,0.0
10312019,Daniel Munoz Acosta,,,,2019-10-31,2019-10-31,92.22,368.88,-276.65999999999997,0.0,0.0,2261,90+,0.0
10312019,Greg Baba,,,,2019-10-31,2019-10-31,4.2,8.400000000000006,-4.2000000000000055,0.0,0.0,2261,90+,0.0
10312019,Kate Waggoner,,,,2019-10-31,2019-10-31,163.87,655.48,-491.61,0.0,0.0,2261,90+,0.0
10312019,Peter Morin,,,,2019-10-31,2019-10-31,460.52,3223.64,-2763.12,0.0,0.0,2261,90+,0.0
10312020-MIL,Peter Morin,,,,2020-10-31,2020-10-31,517.52,4140.16,-3622.64,0.0,0.0,1895,90+,0.0
10312021,Peter Morin,,,,2021-10-31,2021-10-31,387.52,1550.08,-1162.56,0.0,0.0,1530,90+,0.0
10312022,Peter Morin,,,,2022-10-31,2022-10-31,597.51,1792.53,-1195.02,0.0,0.0,1165,90+,0.0
10312023,Peter Morin,,,,2023-10-31,2023-10-31,1041.43,3124.29,-2082.8599999999997,0.0,0.0,800,90+,0.0
10312023,Ricky Hernandez,,,,2023-10-31,2023-10-31,605.22,3026.1000000000004,-2420.88,0.0,0.0,800,90+,0.0
10312024,Peter Morin,,,,2024-10-31,2024-10-31,467.66,1870.6399999999999,-1402.9799999999998,0.0,0.0,434,90+,0.0
10312024,Peter Phan,,,,2024-10-31,2024-10-31,816.53,3266.12,-2449.59,0.0,0.0,434,90+,0.0
10312024,Stuti Parikh,,,,2024-10-31,2024-10-31,344.38,1033.1399999999999,-688.7599999999999,0.0,0.0,434,90+,0.0
10312025,Dylan Steidley,,,,2025-10-31,2025-10-31,457.1,3199.7,-2742.6,0.0,0.0,69,61-90,0.0
10312025,Peter Morin,,,,2025-10-31,2025-10-31,466.2,1398.6000000000001,-932.4000000000001,0.0,0.0,69,61-90,0.0
1032,"Comtel Systems Technology, Inc",3349.0,PAMF 701 1SW106 eCam Replaceme,Jennifer Angelo,2024-05-31,2024-05-31,6999.79,6999.790000000001,-9.094947017729282e-13,0.0,0.0,587,90+,699.98
103207,Young Electric Company Inc.,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-06-19,2025-06-19,44830.5,40347.45,4483.050000000003,4483.05,4483.050000000003,203,90+,4483.05
103259,"Concrete Ready Mix, Inc.",3113.0,IHC 1118 Meridian Site/Infrast,Daniel Acosta,2024-04-26,2024-04-26,1661.94,3323.88,-1661.94,0.0,0.0,622,90+,0.0
103320,Young Electric Company Inc.,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-07-09,2025-07-09,20231.25,18208.12,2023.130000000001,2023.13,2023.130000000001,183,90+,2023.13
103407,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-11-29,2016-11-29,664.25,1328.5,-664.25,0.0,0.0,3327,90+,0.0
103414,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-06-10,2024-06-10,28391.4,25552.26,2839.140000000003,2839.14,2839.140000000003,577,90+,2839.14
10354,"Bay Print Solutions, Inc.",,,,2019-10-30,2019-10-30,409.26,818.52,-409.26,0.0,0.0,2262,90+,0.0
103576,Young Electric Company Inc.,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-08-18,2025-08-18,121387.5,109248.75,12138.75,12138.75,12138.75,143,90+,12138.75
103619,"Concrete Ready Mix, Inc.",4419.0,ECH MV Imaging Trailer Mobiliz,Doris Quai Hoi,2024-05-29,2024-05-29,812.84,1625.68,-812.84,0.0,0.0,589,90+,0.0
103717,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2016-12-30,2016-12-30,811.23,1622.46,-811.23,0.0,0.0,3296,90+,0.0
103728,Young Electric Company Inc.,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-09-19,2025-09-19,51074.5,45967.05,5107.449999999997,5107.45,5107.449999999997,111,90+,5107.45
103803,"Concrete Ready Mix, Inc.",3113.0,IHC 1118 Meridian Site/Infrast,Daniel Acosta,2024-06-14,2024-06-14,1015.28,2030.56,-1015.28,0.0,0.0,573,90+,0.0
103812,"Concrete Ready Mix, Inc.",3113.0,IHC 1118 Meridian Site/Infrast,Daniel Acosta,2024-06-15,2024-06-15,842.84,1685.68,-842.84,0.0,0.0,572,90+,0.0
103934,Young Electric Company Inc.,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-10-20,2025-10-20,40462.5,36416.25,4046.25,4046.25,4046.25,80,61-90,4046.25
104159,Young Electric Company Inc.,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-11-20,2025-11-20,11510.0,0.0,11510.0,1151.0,11510.0,49,31-60,1151.0
104261,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-07-19,2024-07-19,34443.0,30998.7,3444.2999999999993,3444.3,3444.2999999999993,538,90+,3444.3
104276,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-01-31,2017-01-31,821.91,1643.8200000000002,-821.9100000000002,0.0,0.0,3264,90+,0.0
104280,Young Electric Company Inc.,4029.0,SH 4000 Dublin 3rd Fl Infusion,Jennifer Angelo,2025-12-15,2025-12-15,3818.0,0.0,3818.0,381.8,3818.0,24,0-30,381.8
1043.1,Minton Door Company,4311.0,SMSC OR Flr & Cabinet Replacem,Rodney Terra,2025-03-11,2025-03-11,46640.0,41976.0,4664.0,4664.0,4664.0,303,90+,4664.0
1043.2,Minton Door Company,4311.0,SMSC OR Flr & Cabinet Replacem,Rodney Terra,2025-10-28,2025-10-28,3887.0,3498.3,388.6999999999998,388.7,388.6999999999998,72,61-90,388.7
104472,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-02-27,2017-02-27,630.35,1260.7,-630.35,0.0,0.0,3237,90+,0.0
104803,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-08-14,2024-08-14,33239.5,29915.55,3323.9500000000007,3323.95,3323.9500000000007,512,90+,3323.95
104871,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-03-30,2017-03-30,803.22,1606.44,-803.22,0.0,0.0,3206,90+,0.0
105,MISCELLANEOUS VENDOR,4348.0,SCU Adobe (Kitchen) Remodel,Doris Quai Hoi,2025-12-12,2025-12-12,199.31,0.0,199.31,0.0,199.31,27,0-30,0.0
105386,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-04-28,2017-04-28,777.23,1554.46,-777.23,0.0,0.0,3177,90+,0.0
10551,"KT Mechanical, Inc.",3660.0,DH Dietary Office HVAC,Rodney Terra,2023-05-19,2023-05-19,44961.6,44961.600000000006,-7.275957614183426e-12,0.0,0.0,965,90+,4496.16
105526,"Cupertino Electric, Inc.",3345.0,SLRH Joint Comm. 7 Auto Doors,Kathy Roth,2024-09-16,2024-09-16,6815.2,6815.200000000001,-9.094947017729282e-13,0.0,0.0,479,90+,681.52
105565,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-09-17,2024-09-17,53880.0,48492.0,5388.0,5388.0,5388.0,478,90+,5388.0
105620,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-05-26,2017-05-26,821.16,1642.3200000000002,-821.1600000000002,0.0,0.0,3149,90+,0.0
105751,"Concrete Ready Mix, Inc.",3655.0,LPCH West Fire Pump Replacemen,Kathy Roth,2024-12-13,2024-12-13,949.55,1899.1,-949.55,0.0,0.0,391,90+,0.0
106009,"Cupertino Electric, Inc.",3345.0,SLRH Joint Comm. 7 Auto Doors,Kathy Roth,2024-10-07,2024-10-07,4861.92,4861.919999999999,9.094947017729282e-13,1.3073986337985843e-12,9.094947017729282e-13,458,90+,486.19
106015,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-10-07,2024-10-07,65385.65,58847.08,6538.57,6538.57,6538.57,458,90+,6538.57
106046,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-06-30,2017-06-30,954.87,1909.74,-954.87,0.0,0.0,3114,90+,0.0
10639,"C&S Flooring Systems, Inc.",4328.0,ECH LG Ligature Bath Misc,Doris Quai Hoi,2025-10-27,2025-10-27,2162.0,0.0,2162.0,0.0,2162.0,73,61-90,0.0
10640,"C&S Flooring Systems, Inc.",5086.0,ECH LG Ortho Wall Car Crash Re,Doris Quai Hoi,2025-10-27,2025-10-27,1794.0,0.0,1794.0,0.0,1794.0,73,61-90,0.0
106468,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-07-31,2017-07-31,1007.62,2015.24,-1007.62,0.0,0.0,3083,90+,0.0
106634,"Concrete Ready Mix, Inc.",3687.0,LPCH 725 Welch EV Chargers,Kathy Roth,2025-03-27,2025-03-27,7974.32,15948.64,-7974.32,0.0,0.0,287,90+,0.0
106705,"Cupertino Electric, Inc.",3344.0,SLRH Joint Commission T.I.,Kathy Roth,2024-11-11,2024-11-11,4718.6,4718.599999999999,9.094947017729282e-13,1.2505552149377763e-12,9.094947017729282e-13,423,90+,471.86
106713,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-11-12,2024-11-12,115863.6,104277.24,11586.36,11586.36,11586.36,422,90+,11586.36
10683,"C&S Flooring Systems, Inc.",5213.0,ECH LG Misc Work,Doris Quai Hoi,2025-11-12,2025-11-12,3850.0,0.0,3850.0,0.0,3850.0,57,31-60,0.0
107094,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-08-31,2017-08-31,1242.65,2485.3,-1242.65,0.0,0.0,3052,90+,0.0
107243,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2024-12-05,2024-12-05,66419.0,59777.1,6641.9000000000015,6641.9,6641.9000000000015,399,90+,6641.9
107252,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-09-28,2017-09-28,889.11,1778.22,-889.11,0.0,0.0,3024,90+,0.0
10729,"Nor Cal Communications, Inc.",4758.0,Dignity Woodland Memorial Hosp,Daniel Acosta,2025-11-21,2025-11-21,14155.0,0.0,14155.0,0.0,14155.0,48,31-60,0.0
107409,"Concrete Ready Mix, Inc.",4873.0,ECH MOB 700 W Parr Aspire Ste,Doris Quai Hoi,2025-06-02,2025-06-02,2448.13,4896.26,-2448.13,0.0,0.0,220,90+,0.0
107414,"Concrete Ready Mix, Inc.",4873.0,ECH MOB 700 W Parr Aspire Ste,Doris Quai Hoi,2025-06-03,2025-06-03,2568.13,5136.26,-2568.13,0.0,0.0,219,90+,0.0
107597,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-10-30,2017-10-30,1298.06,2596.12,-1298.06,0.0,0.0,2992,90+,0.0
107921,ACCO Engineered Systems,3468.0,SH 4050 Dublin-Generator,Jennifer Angelo,2024-01-23,2024-01-23,10000.0,9000.0,1000.0,1000.0,1000.0,716,90+,1000.0
108030,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-01-13,2025-01-13,20953.7,18858.33,2095.369999999999,2095.37,2095.369999999999,360,90+,2095.37
108119,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-11-30,2017-11-30,1007.32,2014.64,-1007.32,0.0,0.0,2961,90+,0.0
10822,"KT Mechanical, Inc.",3359.0,SMSC 2900 Chanticleer Med Gas,Rodney Terra,2023-09-29,2023-09-29,1504.6,1504.6000000000001,-2.2737367544323206e-13,0.0,0.0,832,90+,150.46
108223,"Concrete Ready Mix, Inc.",3725.0,SH Fremont MRI & CT Replacem,Jennifer Angelo,2025-08-01,2025-08-01,5448.4,10896.8,-5448.4,0.0,0.0,160,90+,0.0
108370,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2017-12-29,2017-12-29,817.74,1635.48,-817.74,0.0,0.0,2932,90+,0.0
108475,"Concrete Ready Mix, Inc.",4348.0,SCU Adobe (Kitchen) Remodel,Doris Quai Hoi,2025-08-19,2025-08-19,1332.83,2665.66,-1332.83,0.0,0.0,142,90+,0.0
108601,Olympus Construction Mgt,,,,2020-01-31,2020-01-31,7471.96,29887.84,-22415.88,0.0,0.0,2169,90+,0.0
108779,"Concrete Ready Mix, Inc.",4348.0,SCU Adobe (Kitchen) Remodel,Doris Quai Hoi,2025-09-11,2025-09-11,1038.05,2076.1,-1038.05,0.0,0.0,119,90+,0.0
108800,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-02-14,2025-02-14,18855.1,16969.59,1885.5099999999984,1885.51,1885.5099999999984,328,90+,1885.51
10885,"KT Mechanical, Inc.",3399.0,IHC 2nd Flr Administrative Off,Daniel Acosta,2023-10-26,2023-10-26,11281.05,11281.050000000001,-1.8189894035458565e-12,0.0,0.0,805,90+,1128.11
108861,"Concrete Ready Mix, Inc.",4348.0,SCU Adobe (Kitchen) Remodel,Doris Quai Hoi,2025-09-18,2025-09-18,4532.51,9065.02,-4532.51,0.0,0.0,112,90+,0.0
108997,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2018-01-31,2018-01-31,1048.53,2097.06,-1048.53,0.0,0.0,2899,90+,0.0
109289,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2018-02-28,2018-02-28,808.34,1616.6799999999998,-808.3399999999998,0.0,0.0,2871,90+,0.0
109476,"Concrete Ready Mix, Inc.",4348.0,SCU Adobe (Kitchen) Remodel,Doris Quai Hoi,2025-10-30,2025-10-30,1512.75,3025.5,-1512.75,0.0,0.0,70,61-90,0.0
109501,Olympus Construction Mgt,,,,2020-02-29,2020-02-29,2600.0,5200.0,-2600.0,0.0,0.0,2140,90+,0.0
109516,"Cupertino Electric, Inc.",3345.0,SLRH Joint Comm. 7 Auto Doors,Kathy Roth,2025-03-17,2025-03-17,4594.93,4594.929999999999,9.094947017729282e-13,1.1368683772161603e-12,9.094947017729282e-13,297,90+,459.49
109857,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2018-03-31,2018-03-31,929.04,1858.08,-929.04,0.0,0.0,2840,90+,0.0
11012015,Unum Life Insurance Company,1.0,CA Overhead / Office Admin,G&A,2015-11-01,2015-11-01,375.64,1126.92,-751.2800000000001,0.0,0.0,3721,90+,0.0
11012016,Unum Life Insurance Company,,,,2016-10-10,2016-10-10,570.51,1711.53,-1141.02,0.0,0.0,3377,90+,0.0
11012017,Unum Life Insurance Company,1.0,CA Overhead / Office Admin,G&A,2017-10-10,2017-10-10,853.29,2559.87,-1706.58,0.0,0.0,3012,90+,0.0
11012019,Payroll4Construction,,,,2019-10-31,2019-10-31,38891.23,77782.46,-38891.23,0.0,0.0,2261,90+,0.0
11012023,Mutual of Omaha,,,,2023-11-01,2023-11-01,1371.39,4114.17,-2742.7799999999997,0.0,0.0,799,90+,0.0
11012025,Payroll4Construction,,,,2025-11-07,2025-11-07,51339.67,102679.34000000001,-51339.67000000001,0.0,0.0,62,61-90,0.0
110218,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-04-17,2025-04-17,11949.0,10754.1,1194.8999999999996,1194.9,1194.8999999999996,266,90+,1194.9
11022015,ClassicPlan Premium Financing,1.0,CA Overhead / Office Admin,G&A,2015-11-02,2015-11-02,3769.63,7539.26,-3769.63,0.0,0.0,3720,90+,0.0
11022024,Payroll4Construction,,,,2024-11-08,2024-11-08,39025.38,78050.76,-39025.38,0.0,0.0,426,90+,0.0
11022024,Zurich North America,,,,2024-11-08,2024-11-08,3942.08,7884.160000000001,-3942.080000000001,0.0,0.0,426,90+,0.0
110307,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2018-04-30,2018-04-30,728.18,1456.3600000000001,-728.1800000000002,0.0,0.0,2810,90+,0.0
11032025,PG&E,3316.0,JJRR 54 W Rincon Avenue,Rodney Terra,2025-11-03,2025-11-03,10.51,0.0,10.51,0.0,10.51,66,61-90,0.0
11042022,Payroll4Construction,,,,2022-11-03,2022-11-03,23853.76,47707.52,-23853.76,0.0,0.0,1162,90+,0.0
11042022,Zurich North America,,,,2022-11-03,2022-11-03,2361.49,4722.98,-2361.49,0.0,0.0,1162,90+,0.0
11042023,Payroll4Construction,,,,2023-11-10,2023-11-10,44619.02,89238.04,-44619.02,0.0,0.0,790,90+,0.0
110650,"Bay Print Solutions, Inc.",1.0,CA Overhead / Office Admin,G&A,2018-05-31,2018-05-31,965.15,1930.3,-965.15,0.0,0.0,2779,90+,0.0
110819,"Cupertino Electric, Inc.",3362.0,SLRH Pharmacy Upgrades,Kathy Roth,2025-05-12,2025-05-12,4159.0,3743.1,415.9000000000001,415.9,415.9000000000001,241,90+,415.9
