company_no,receipt_document_no,receipt_no,receipt_date,receipt_amount,receipt_type,receipt_source,receipt_subtype,customer_no,invoice_no,line_no,applied_amount,job_no,job_description
1,47137217,2820,2025-07-02,84016.64,I,C,,176,5724,1,28960.9,3109,RMC Hill-Rom Nurse Call Instal
1,47137217,2820,2025-07-02,84016.64,I,C,,176,5726,1,9549.87,3109,RMC Hill-Rom Nurse Call Instal
1,11476,2821,2025-07-02,117690.28,I,C,,244,5931,1,117690.28,4939,PCD 119 W. Beach Street T.I.
1,11479,2822,2025-07-02,78831.02,I,C,,244,6039,1,78831.02,4939,PCD 119 W. Beach Street T.I.
1,1710479,2818,2025-07-01,1339039.76,I,C,,104,5748,1,99488.0,4668,DH IT Infrastructure Refresh 2
1,1710479,2818,2025-07-01,1339039.76,I,C,,104,5919,1,760443.7,4107,SJMC IT Infrastructure Refresh
1,1710479,2818,2025-07-01,1339039.76,I,C,,104,5927,1,115808.01,4915,SJMC O.B. Power + Wireless
1,1710479,2818,2025-07-01,1339039.76,I,C,,104,5928,1,50201.0,4758,Dignity Woodland Memorial Hosp
1,1710479,2818,2025-07-01,1339039.76,I,C,,104,5929,1,171048.24,4758,Dignity Woodland Memorial Hosp
1,1710479,2818,2025-07-01,1339039.76,I,C,,104,5944,1,35837.7,4594,DH OR 2 Equipment Boom
1,1710479,2818,2025-07-01,1339039.76,I,C,,104,5945,1,36377.91,4946,DH D Oaks Laundry Room Refresh
1,1710479,2818,2025-07-01,1339039.76,I,C,,104,5946,1,37674.75,4227,DH AHU 19 Replacement Project
1,1710479,2818,2025-07-01,1339039.76,I,C,,104,5948,1,12293.7,4414,"DH OB, LD, NICU Cabinets"
1,1710479,2818,2025-07-01,1339039.76,I,C,,104,5949,1,19866.75,4488,DH PBX Relocation & New Comp
1,3329445,2816,2025-06-30,209035.68,I,C,,167,5936,1,78329.16,3687,LPCH 725 Welch EV Chargers
1,3329445,2816,2025-06-30,209035.68,I,C,,167,5937,1,67112.46,4039,LPCH Main HNC Project
1,3329445,2816,2025-06-30,209035.68,I,C,,167,5940,1,3821.39,4529,Art Sculpture at 770Welch Bldg
1,3329445,2816,2025-06-30,209035.68,I,C,,167,5941,1,40700.25,4529,Art Sculpture at 770Welch Bldg
1,3329445,2816,2025-06-30,209035.68,I,C,,167,5956,1,14680.76,4509,LPCH Leak 3610A Handwash Sink
1,3329445,2816,2025-06-30,209035.68,I,C,,167,5960,1,4391.66,4944,LPCH Leak Corridor Unit 350
1,EFT00927030,2815,2025-06-27,15851.0,I,C,,106,5698,1,15102.0,4078,ECHMV OR Storage Rm Conversion
1,EFT00927030,2815,2025-06-27,15851.0,I,C,,106,5882,1,749.0,4859,ECH MV 729281 IV Rm Oak Rx Flr
1,117243,2814,2025-06-26,7693.16,I,C,,115,5950,1,7693.16,4238,2506 Samaritan ORs 1-3 Outlets
1,116239,2813,2025-06-24,178255.05,I,C,,115,5955,1,178255.05,4029,SH 4000 Dublin 3rd Fl Infusion
1,444691,2809,2025-06-20,29593.47,I,C,,133,5737,1,29593.47,4300,SVMH Permanent Bulk Oxygen Sup
1,175716,2810,2025-06-20,43339.34,I,C,,215,5932,1,43339.34,3780,MMH Lab Analyzer Replacement
1,1709008,2812,2025-06-20,2058071.02,I,C,,104,5907,1,646328.02,4484,Dignity CRMC IT Refresh
1,1709008,2812,2025-06-20,2058071.02,I,C,,104,5908,1,328879.0,4485,Dignity Mercy Gilbert IT Refrs
1,1709008,2812,2025-06-20,2058071.02,I,C,,104,5910,1,527281.0,4581,SRDH San Martin IT Refresh
1,1709008,2812,2025-06-20,2058071.02,I,C,,104,5911,1,555583.0,4582,SRDH Siena IT Refresh
1,115780,2806,2025-06-19,364031.45,I,C,,115,5793,1,236913.07,4164,SH 795 Locker Rms Convert Exam
1,115780,2806,2025-06-19,364031.45,I,C,,115,5904,1,127118.38,4164,SH 795 Locker Rms Convert Exam
1,EFT00920519,2807,2025-06-19,103383.65,I,C,,106,5920,1,5691.65,4610,ECH MOB 625 Sobrato Baby Chang
1,EFT00920519,2807,2025-06-19,103383.65,I,C,,106,5923,1,15536.0,4663,ECH LG Staff Lounge Renovation
1,EFT00920519,2807,2025-06-19,103383.65,I,C,,106,5924,1,24353.0,4906,ECH LG Misc Work
1,EFT00920519,2807,2025-06-19,103383.65,I,C,,106,5925,1,10374.0,4906,ECH LG Misc Work
1,EFT00920519,2807,2025-06-19,103383.65,I,C,,106,5926,1,7262.0,4799,ECH LG Demo Nurse Call Devices
1,EFT00920519,2807,2025-06-19,103383.65,I,C,,106,5934,1,10018.0,4792,ECH MV Family Waiting Rm Floor
1,EFT00920519,2807,2025-06-19,103383.65,I,C,,106,5951,1,30149.0,4932,ECH LG Courtyard Exterior Impr
1,115394,2804,2025-06-17,5535.85,I,C,,115,5918,1,5535.85,4847,SMSC OR Corridor Sewer LineRep
1,1707845,2805,2025-06-17,7960.0,I,C,,104,5754,1,7960.0,4233,DH SPD Deco Guard
1,1707062,2803,2025-06-16,460548.87,I,C,,104,5622,1,259699.1,4157,Dignity Sequoia CT Install
1,1707062,2803,2025-06-16,460548.87,I,C,,104,5752,1,200849.77,4157,Dignity Sequoia CT Install
1,3327726,2811,2025-06-16,98618.23,I,C,,167,5905,1,1687.53,4898,LPCH West Leak Unit 250
1,3327726,2811,2025-06-16,98618.23,I,C,,167,5909,1,6510.43,4899,LPCH West Leak Corridor 1570
1,3327726,2811,2025-06-16,98618.23,I,C,,167,5915,1,90420.27,4936,LPCH Leak 3817-3819
1,175610,2802,2025-06-13,390135.6,I,C,,215,5774,1,390135.6,3505,MMH ED & Radiology Remodel
1,3286917,2799,2025-06-12,31933.78,I,C,,167,5888,1,17824.75,4967,LPCH Mens Public Restroom 1710
1,3286917,2799,2025-06-12,31933.78,I,C,,167,5892,1,6097.28,4858,LPCH 777 Welch Ste 10 Breakrm
1,3286917,2799,2025-06-12,31933.78,I,C,,167,5895,1,8011.75,4931,LPCH Room 1786 Leak
1,114039,2800,2025-06-12,60574.18,I,C,,115,5847,1,60574.18,4238,2506 Samaritan ORs 1-3 Outlets
1,EFT00919751,2801,2025-06-12,95803.74,I,C,,106,5613,1,62964.92,4256,ECH MVNew Main Hospital-NC Upg
1,EFT00919751,2801,2025-06-12,95803.74,I,C,,106,5906,1,1395.0,4078,ECHMV OR Storage Rm Conversion
1,EFT00919751,2801,2025-06-12,95803.74,I,C,,106,5912,1,5314.82,4426,ECH MV Supply Pyxis Upgrades
1,EFT00919751,2801,2025-06-12,95803.74,I,C,,106,5916,1,26129.0,4978,ECH MV Sobrato GF66 Temp Walls
1,444503,2798,2025-06-11,88551.58,I,C,,133,5738,1,88551.58,4563,SVMH 212 San Jose 2nd Flr Ligh
1,113537,2795,2025-06-10,14136.5,I,C,,115,5835,1,14136.5,3359,SMSC 2900 Chanticleer Med Gas
1,113274,2796,2025-06-10,83699.24,I,C,,115,5896,1,83699.24,3725,SH Fremont MRI & CT Replacem
1,3285440,2793,2025-06-06,76448.53,I,C,,167,5848,1,4370.4,3655,LPCH West Fire Pump Replacemen
1,3285440,2793,2025-06-06,76448.53,I,C,,167,5853,1,25875.0,4131,LPCH West Lighting Control Sys
1,3285440,2793,2025-06-06,76448.53,I,C,,167,5871,1,36477.9,3687,LPCH 725 Welch EV Chargers
1,3285440,2793,2025-06-06,76448.53,I,C,,167,5872,1,5333.53,4944,LPCH Leak Corridor Unit 350
1,3285440,2793,2025-06-06,76448.53,I,C,,167,5876,1,4391.7,4529,Art Sculpture at 770Welch Bldg
1,1704710,2794,2025-06-06,4661.0,I,C,,104,5885,1,4661.0,4970,DH SPD Flooring Containment
1,112790,2791,2025-06-05,99566.22,I,C,,115,5889,1,32844.5,4753,SH 301 OSF MA Pods
1,112790,2791,2025-06-05,99566.22,I,C,,115,5890,1,66721.72,4086,SH 701 Remove Doors Admin Rec
1,,2792,2025-06-05,39516.15,I,C,,106,5893,1,19171.97,4256,ECH MVNew Main Hospital-NC Upg
1,,2792,2025-06-05,39516.15,I,C,,106,5894,1,20344.18,4256,ECH MVNew Main Hospital-NC Upg
1,112544,2790,2025-06-03,8845.0,I,C,,115,5824,1,2725.0,4870,SH Fremont Palliative Care
1,112544,2790,2025-06-03,8845.0,I,C,,115,5878,1,4709.0,4889,PAMF 2025 Soquel CatchBasin&Pi
1,112544,2790,2025-06-03,8845.0,I,C,,115,5879,1,1411.0,4885,2911 Chanticleer Roof Tile Rep
1,1702509,2789,2025-06-02,9438.0,I,C,,104,5865,1,9438.0,4752,DH Biosafety Hood Anchorage
1,3244265,2788,2025-05-30,194430.47,I,C,,167,5844,1,2207.0,4712,LPCH CPR Kiosk
1,3244265,2788,2025-05-30,194430.47,I,C,,167,5851,1,37316.01,4039,LPCH Main HNC Project
1,3244265,2788,2025-05-30,194430.47,I,C,,167,5854,1,598.95,4556,LPCH W.GarageSeismicEvaluation
1,3244265,2788,2025-05-30,194430.47,I,C,,167,5855,1,2205.85,4826,LPCH Leak 3623 Clean Utility
1,3244265,2788,2025-05-30,194430.47,I,C,,167,5856,1,11011.58,4842,LPCH Leak 3036
1,3244265,2788,2025-05-30,194430.47,I,C,,167,5857,1,11206.77,4887,LPCH Room 3620 Shower Valve Re
1,3244265,2788,2025-05-30,194430.47,I,C,,167,5862,1,129884.31,4896,LPCH 3854/2854 leak
1,111915,2785,2025-05-29,476866.52,I,C,,115,5673,1,317392.0,4386,PAMF 201 Old SF Make Ready
1,111915,2785,2025-05-29,476866.52,I,C,,115,5681,1,159474.52,3725,SH Fremont MRI & CT Replacem
1,175426,2786,2025-05-29,68419.0,I,C,,215,5903,1,68419.0,4879,MMH SPC 4D Retrofit
1,EFT00912614,2787,2025-05-29,38451.49,I,C,,106,5852,1,12951.49,4256,ECH MVNew Main Hospital-NC Upg
1,EFT00912614,2787,2025-05-29,38451.49,I,C,,106,5880,1,10318.0,4876,ECHLG 825 Pollard Temp Wall
1,EFT00912614,2787,2025-05-29,38451.49,I,C,,106,5884,1,15182.0,4962,ECH LG Cancer Center Sidewalk
1,1701967,2784,2025-05-28,93610.39,I,C,,104,5846,1,93610.39,4915,SJMC O.B. Power + Wireless
1,175330,2781,2025-05-27,46401.6,I,C,,215,5831,1,46401.6,3780,MMH Lab Analyzer Replacement
1,1701525,2782,2025-05-27,927840.72,I,C,,104,5828,1,751911.3,4107,SJMC IT Infrastructure Refresh
1,1701525,2782,2025-05-27,927840.72,I,C,,104,5830,1,3985.33,4338,DH MCH Curtain Wall Repairs
1,1701525,2782,2025-05-27,927840.72,I,C,,104,5833,1,3247.09,4338,DH MCH Curtain Wall Repairs
1,1701525,2782,2025-05-27,927840.72,I,C,,104,5838,1,12293.7,4414,"DH OB, LD, NICU Cabinets"
1,1701525,2782,2025-05-27,927840.72,I,C,,104,5839,1,22604.85,4227,DH AHU 19 Replacement Project
1,1701525,2782,2025-05-27,927840.72,I,C,,104,5840,1,19866.75,4488,DH PBX Relocation & New Comp
1,1701525,2782,2025-05-27,927840.72,I,C,,104,5841,1,20127.0,4594,DH OR 2 Equipment Boom
1,1701525,2782,2025-05-27,927840.72,I,C,,104,5842,1,28401.25,4808,DH Gen 3 Replacement
1,1701525,2782,2025-05-27,927840.72,I,C,,104,5843,1,65403.45,4946,DH D Oaks Laundry Room Refresh
1,444166,2777,2025-05-23,285772.83,I,C,,133,5414,1,285772.83,3995,SVMH CT Scanner & Nuc Med Equi
1,1700980,2778,2025-05-23,975207.0,I,C,,104,5818,1,646328.0,4484,Dignity CRMC IT Refresh
1,1700980,2778,2025-05-23,975207.0,I,C,,104,5819,1,328879.0,4485,Dignity Mercy Gilbert IT Refrs
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5704,1,3120.0,4855,ECH MV OAK New Auto Door
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5706,1,607.0,4866,ECH MV 729482 Rm4316 Shelf Bra
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5707,1,1167.0,4886,Sobrato Op Lab Replace Mirror
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5708,1,614.0,4923,ECH MV #731975 ED Install
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5755,1,25601.0,4766,ECHMV 664756 Park Pav MOMs Ref
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5769,1,9964.0,4704,ECH MV 125 S Emergency Power
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5770,1,18478.0,4704,ECH MV 125 S Emergency Power
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5809,1,2952.0,4769,ECH LG Outdoor Safety Devices
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5812,1,9496.0,4860,ECH LG Rx Emergency Power
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5813,1,10077.0,4861,ECH LG WaterLeak Lobby Storage
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5814,1,1802.0,4661,ECH LG MBU Casework Glides Rep
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5845,1,24968.0,4805,ECH LG ED Patient Bathroom
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5873,1,4195.0,4934,ECH MV CT Trailer Anchor
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5874,1,2292.0,4891,ECH MVSluice Sink Guard Bracke
1,EFT00906424,2776,2025-05-22,119326.0,I,C,,106,5875,1,3993.0,4797,ECH LG ED Staff Lounge-Wall Ca
1,20845,2771,2025-05-20,4847.4,I,C,,119,5446,1,4847.4,3397,IHC Family Resource Center TI
1,20846,2772,2025-05-20,91986.64,I,C,,119,5561,1,91986.64,3399,IHC 2nd Flr Administrative Off
1,110030,2773,2025-05-20,1628.0,I,C,,239,5797,1,1628.0,4957,OWP BASS Chair Rails
1,110010,2774,2025-05-20,4276.0,I,C,,239,5745,1,1978.0,4794,One Workplace BASS Ctr Drill
1,110010,2774,2025-05-20,4276.0,I,C,,239,5746,1,2298.0,4838,OWP Floor Scan BASS
1,109702,2775,2025-05-20,16267.58,I,C,,115,5806,1,10609.17,3849,SMSC Water Softener Replacemen
1,109702,2775,2025-05-20,16267.58,I,C,,115,5832,1,5658.41,4454,SMSC Janitor Clst Emgry Repair
1,EFT00905682,2770,2025-05-15,300084.57,I,C,,106,5811,1,4455.0,4958,ECH LG Rehab Rm 1119 Wter Leak
1,EFT00905682,2770,2025-05-15,300084.57,I,C,,106,5815,1,1042.0,4774,ECH MV New Main 2C Misc
1,EFT00905682,2770,2025-05-15,300084.57,I,C,,106,5816,1,131403.46,4854,ECH MV Willow 2nd Flr Gov Offi
1,EFT00905682,2770,2025-05-15,300084.57,I,C,,106,5820,1,36041.0,4776,ECH LG Ortho Patient Bthrm Flr
1,EFT00905682,2770,2025-05-15,300084.57,I,C,,106,5825,1,127143.11,4747,ECH LG OR Sterilizer Replace
1,1698103,2769,2025-05-14,5728.4,I,C,,104,5231,1,5728.4,4160,AZ Gen. Litchfield Park IT Ref
1,108526,2766,2025-05-13,69320.0,I,C,,115,5779,1,62388.0,4034,SMSC Radiology Flooring Replac
1,108526,2766,2025-05-13,69320.0,I,C,,115,5805,1,6932.0,4034,SMSC Radiology Flooring Replac
1,108782,2767,2025-05-13,84304.06,I,C,,115,5690,1,44451.06,3798,SMSC Deaerator Tank Replacemen
1,108782,2767,2025-05-13,84304.06,I,C,,115,5782,1,39853.0,4382,SMSC Pharmacy Hood Replacement
1,175213,2768,2025-05-13,192374.24,I,C,,215,5778,1,192374.24,3780,MMH Lab Analyzer Replacement
1,10532031,2765,2025-05-12,5434.0,I,C,,196,5616,1,2717.0,3584,PAMF 795 Anchor Steris Sterili
1,10532031,2765,2025-05-12,5434.0,I,C,,196,5618,1,2717.0,3709,Steris 795 El Camino Anchor St
1,996421 & 996422,2762,2025-05-09,107304.9,I,C,,244,5866,1,107304.9,4939,PCD 119 W. Beach Street T.I.
1,443849,2763,2025-05-09,162036.65,I,C,,133,5671,1,162036.65,4563,SVMH 212 San Jose 2nd Flr Ligh
1,1696871,2764,2025-05-09,67130.7,I,C,,104,5794,1,12293.7,4414,"DH OB, LD, NICU Cabinets"
1,1696871,2764,2025-05-09,67130.7,I,C,,104,5796,1,43542.0,4594,DH OR 2 Equipment Boom
1,1696871,2764,2025-05-09,67130.7,I,C,,104,5798,1,7723.0,4759,DH DECC Bldg Temp Gen Swap Ast
1,1696871,2764,2025-05-09,67130.7,I,C,,104,5799,1,468.0,4804,DH ER Rm 12 Wall Patch
1,1696871,2764,2025-05-09,67130.7,I,C,,104,5800,1,1352.0,4795,DH (3) Lab Doorway Containment
1,1696871,2764,2025-05-09,67130.7,I,C,,104,5801,1,1752.0,4788,DH ED Drain Repair
1,107632,2756,2025-05-08,34281.0,I,C,,115,5807,1,34281.0,3798,SMSC Deaerator Tank Replacemen
1,107931,2757,2025-05-08,91270.8,I,C,,115,5274,1,91270.8,4029,SH 4000 Dublin 3rd Fl Infusion
1,47995573,2758,2025-05-08,15906.77,I,C,,143,5442,1,15906.77,4418,GSH MBU Suites Project
1,3199936,2759,2025-05-08,10061.37,I,C,,167,5711,1,10061.37,3655,LPCH West Fire Pump Replacemen
1,EFT00899127,2760,2025-05-08,4695.0,I,C,,106,5703,1,2540.0,4817,PACU Install Mount and Monitor
1,EFT00899127,2760,2025-05-08,4695.0,I,C,,106,5808,1,2155.0,4562,ECHLG Seismic Anchoring & Misc
1,1696472,2761,2025-05-08,297613.5,I,C,,104,5780,1,182391.5,4488,DH PBX Relocation & New Comp
1,1696472,2761,2025-05-08,297613.5,I,C,,104,5781,1,86823.0,4667,DH Descope Dietary Project
1,1696472,2761,2025-05-08,297613.5,I,C,,104,5790,1,28399.0,4754,DH Connect Corridor Dble Doors
1,107054,2753,2025-05-06,39584.68,I,C,,115,5789,1,10737.12,4721,SMSC Blood Bank Test Fit
1,107054,2753,2025-05-06,39584.68,I,C,,115,5795,1,28847.56,4454,SMSC Janitor Clst Emgry Repair
1,107279,2754,2025-05-06,282857.34,I,C,,115,5634,1,73492.11,4150,"SH 701 ECR-Lab Data,Security"
1,107279,2754,2025-05-06,282857.34,I,C,,115,5802,1,12684.49,3467,SH Fremont Bldg 1-Generator
1,107279,2754,2025-05-06,282857.34,I,C,,115,5803,1,65006.96,3725,SH Fremont MRI & CT Replacem
1,107279,2754,2025-05-06,282857.34,I,C,,115,5804,1,131673.78,4531,SH Fremont OBGYN Conversion
1,174939,2752,2025-05-05,6139.5,I,C,,215,5776,1,6139.5,3904,MMH NPC-5 Assessment
1,175067,2749,2025-05-02,56176.96,I,C,,215,5777,1,56176.96,3780,MMH Lab Analyzer Replacement
1,1695023,2750,2025-05-02,59596.32,I,C,,104,5749,1,30000.0,4758,Dignity Woodland Memorial Hosp
1,1695023,2750,2025-05-02,59596.32,I,C,,104,5760,1,29596.32,4271,DH OR 3 Electrical Upgrade+OR8
1,3159354,2746,2025-05-01,110993.76,I,C,,167,5741,1,20101.02,4529,Art Sculpture at 770Welch Bldg
1,3159354,2746,2025-05-01,110993.76,I,C,,167,5742,1,9619.87,4801,LPCH Leak 1858
1,3159354,2746,2025-05-01,110993.76,I,C,,167,5743,1,20240.28,4899,LPCH West Leak Corridor 1570
1,3159354,2746,2025-05-01,110993.76,I,C,,167,5744,1,11092.71,4826,LPCH Leak 3623 Clean Utility
1,3159354,2746,2025-05-01,110993.76,I,C,,167,5747,1,48428.71,4858,LPCH 777 Welch Ste 10 Breakrm
1,3159354,2746,2025-05-01,110993.76,I,C,,167,5762,1,1511.17,4842,LPCH Leak 3036
1,1694468,2747,2025-05-01,637136.25,I,C,,104,5750,1,522646.75,4107,SJMC IT Infrastructure Refresh
1,1694468,2747,2025-05-01,637136.25,I,C,,104,5751,1,39140.0,3896,DH LDR Light Replacements
1,1694468,2747,2025-05-01,637136.25,I,C,,104,5753,1,75349.5,4227,DH AHU 19 Replacement Project
1,EFT00898518,2748,2025-05-01,122521.81,I,C,,106,5469,1,29861.3,3548,ECHMV Radiation Oncology Inter
1,EFT00898518,2748,2025-05-01,122521.81,I,C,,106,5643,1,37048.51,4256,ECH MVNew Main Hospital-NC Upg
1,EFT00898518,2748,2025-05-01,122521.81,I,C,,106,5693,1,18896.0,4763,ECH LG Wall Repairs-Car Crash
1,EFT00898518,2748,2025-05-01,122521.81,I,C,,106,5705,1,15486.0,4288,ECH MV Melchor 2/3 Flr Lobby D
1,EFT00898518,2748,2025-05-01,122521.81,I,C,,106,5733,1,5388.0,4868,ECH LG Rehab Pool Repairs
1,EFT00898518,2748,2025-05-01,122521.81,I,C,,106,5734,1,1964.0,4756,ECH LG OR Infection Control
1,EFT00898518,2748,2025-05-01,122521.81,I,C,,106,5735,1,10764.0,4884,ECH LG Joint Commission Misc
1,EFT00898518,2748,2025-05-01,122521.81,I,C,,106,5756,1,1420.0,4807,ECH LG 777 Knowle Emrgy Wtr Lk
1,EFT00898518,2748,2025-05-01,122521.81,I,C,,106,5792,1,1694.0,4665,ECH LG MedSurg Rm1053 Rplc Win
1,20609,2738,2025-04-29,115139.51,I,C,,119,5375,1,115139.51,3399,IHC 2nd Flr Administrative Off
1,20610,2739,2025-04-29,24948.0,I,C,,119,5447,1,24948.0,3398,IHC Behavioral Health Services
1,20611,2740,2025-04-29,93763.4,I,C,,119,5476,1,93763.4,3397,IHC Family Resource Center TI
1,20612,2741,2025-04-29,114568.41,I,C,,119,5478,1,114568.41,3398,IHC Behavioral Health Services
1,20613,2742,2025-04-29,159671.95,I,C,,119,5489,1,159671.95,3399,IHC 2nd Flr Administrative Off
1,47924923,2743,2025-04-29,126434.41,I,C,,176,5723,1,85939.1,3109,RMC Hill-Rom Nurse Call Instal
1,47924923,2743,2025-04-29,126434.41,I,C,,176,5725,1,31349.8,3109,RMC Hill-Rom Nurse Call Instal
1,47924923,2743,2025-04-29,126434.41,I,C,,176,5727,1,760.5,3109,RMC Hill-Rom Nurse Call Instal
1,47924923,2743,2025-04-29,126434.41,I,C,,176,5729,1,8385.01,3109,RMC Hill-Rom Nurse Call Instal
1,106599,2744,2025-04-29,81017.0,I,C,,237,5791,1,81017.0,4669,MPEC (3) Endodry Storage Cabin
1,106433,2745,2025-04-29,335368.88,I,C,,115,5665,1,23542.72,4086,SH 701 Remove Doors Admin Rec
1,106433,2745,2025-04-29,335368.88,I,C,,115,5670,1,107445.21,4164,SH 795 Locker Rms Convert Exam
1,106433,2745,2025-04-29,335368.88,I,C,,115,5676,1,4223.25,3815,SH 301 Sunnyvale MRI Replace
1,106433,2745,2025-04-29,335368.88,I,C,,115,5677,1,3390.0,4753,SH 301 OSF MA Pods
1,106433,2745,2025-04-29,335368.88,I,C,,115,5680,1,61287.06,4531,SH Fremont OBGYN Conversion
1,106433,2745,2025-04-29,335368.88,I,C,,115,5686,1,24841.81,4118,PAMF Dublin Sleep Lab Relocati
1,106433,2745,2025-04-29,335368.88,I,C,,115,5688,1,12784.64,4541,PAMF 301 San Carlos PreCon OSH
1,106433,2745,2025-04-29,335368.88,I,C,,115,5709,1,21356.0,4352,PAMF 26 Rancho WIC/Ophthalmolo
1,106433,2745,2025-04-29,335368.88,I,C,,115,5710,1,11949.14,4352,PAMF 26 Rancho WIC/Ophthalmolo
1,106433,2745,2025-04-29,335368.88,I,C,,115,5715,1,11185.0,4086,SH 701 Remove Doors Admin Rec
1,106433,2745,2025-04-29,335368.88,I,C,,115,5761,1,53364.05,4238,2506 Samaritan ORs 1-3 Outlets
1,13153146,2736,2025-04-28,183702.91,I,C,,152,5659,1,18326.4,3342,SLRH CT Scan Replacement
1,13153146,2736,2025-04-28,183702.91,I,C,,152,5660,1,7881.33,3344,SLRH Joint Commission T.I.
1,13153146,2736,2025-04-28,183702.91,I,C,,152,5661,1,157495.18,3362,SLRH Pharmacy Upgrades
1,1693427,2737,2025-04-28,866306.19,I,C,,104,5740,1,866306.19,4581,SRDH San Martin IT Refresh
1,174973,2733,2025-04-25,47894.9,I,C,,215,5775,1,47894.9,3745,MMH NPC-4D Evaluation
1,443525,2734,2025-04-25,403915.6,I,C,,133,5507,1,59945.63,4563,SVMH 212 San Jose 2nd Flr Ligh
1,443525,2734,2025-04-25,403915.6,I,C,,133,5581,1,172524.51,4563,SVMH 212 San Jose 2nd Flr Ligh
1,443525,2734,2025-04-25,403915.6,I,C,,133,5586,1,17619.0,4786,SVMH Phlebotomy Acrovyn WallPr
1,443525,2734,2025-04-25,403915.6,I,C,,133,5638,1,153826.46,4563,SVMH 212 San Jose 2nd Flr Ligh
1,1692935,2735,2025-04-25,2280828.49,I,C,,104,5716,1,657773.32,4484,Dignity CRMC IT Refresh
1,1692935,2735,2025-04-25,2280828.49,I,C,,104,5717,1,325955.38,4485,Dignity Mercy Gilbert IT Refrs
1,1692935,2735,2025-04-25,2280828.49,I,C,,104,5718,1,1297099.79,4582,SRDH Siena IT Refresh
1,105483,2729,2025-04-24,11533.01,I,C,,115,5759,1,11533.01,4266,PAMF 701 MV Kitchen Eq Replace
1,105833,2730,2025-04-24,80559.6,I,C,,115,5757,1,64775.1,4130,SMSC Elastomeric Coating
1,105833,2730,2025-04-24,80559.6,I,C,,115,5758,1,15784.5,3981,SMSC Main Back Hallway Refloor
1,3157418,2731,2025-04-24,258708.7,I,C,,167,5712,1,8735.76,3668,LPCH West G853 FCU project
1,3157418,2731,2025-04-24,258708.7,I,C,,167,5719,1,44961.57,3687,LPCH 725 Welch EV Chargers
1,3157418,2731,2025-04-24,258708.7,I,C,,167,5720,1,18525.03,4039,LPCH Main HNC Project
1,3157418,2731,2025-04-24,258708.7,I,C,,167,5721,1,23175.0,4131,LPCH West Lighting Control Sys
1,3157418,2731,2025-04-24,258708.7,I,C,,167,5722,1,42000.0,4811,LPCH 700 Welch Security
1,3157418,2731,2025-04-24,258708.7,I,C,,167,5731,1,57696.0,4556,LPCH W.GarageSeismicEvaluation
1,3157418,2731,2025-04-24,258708.7,I,C,,167,5732,1,61703.53,4740,LPCH Stair Glass
1,3157418,2731,2025-04-24,258708.7,I,C,,167,5739,1,1911.81,4529,Art Sculpture at 770Welch Bldg
1,EFT00892287,2732,2025-04-24,128816.62,I,C,,106,5763,1,9733.0,4933,ECH LG Rehab Exterior Foundati
1,EFT00892287,2732,2025-04-24,128816.62,I,C,,106,5764,1,5631.0,4846,ECH LG Misc Work
1,EFT00892287,2732,2025-04-24,128816.62,I,C,,106,5765,1,11184.0,4845,ECH LG Imaging Sliding Door
1,EFT00892287,2732,2025-04-24,128816.62,I,C,,106,5766,1,1092.0,4849,ECH LG MBU Shower Pan Waterpro
1,EFT00892287,2732,2025-04-24,128816.62,I,C,,106,5767,1,19012.0,4830,ECH MV Wall Repair Car CrashPP
1,EFT00892287,2732,2025-04-24,128816.62,I,C,,106,5768,1,2544.0,4906,ECH LG Misc Work
1,EFT00892287,2732,2025-04-24,128816.62,I,C,,106,5771,1,48767.62,4745,ECH LG PACU Staff Lounge
1,EFT00892287,2732,2025-04-24,128816.62,I,C,,106,5772,1,30853.0,4906,ECH LG Misc Work
1,1692137,2728,2025-04-23,3328.0,I,C,,104,4233,1,3328.0,2534,Sequoia New Satellite and Rel
1,105124,2727,2025-04-22,153097.53,I,C,,115,5453,1,96108.0,4574,PAMF 3595 MD 3rd Floor OB Expa
1,105124,2727,2025-04-22,153097.53,I,C,,115,5713,1,50028.96,4118,PAMF Dublin Sleep Lab Relocati
1,105124,2727,2025-04-22,153097.53,I,C,,115,5714,1,6960.57,4086,SH 701 Remove Doors Admin Rec
1,3116858,2725,2025-04-18,14843.21,I,C,,167,5687,1,14843.21,4898,LPCH West Leak Unit 250
1,174881,2726,2025-04-18,43665.7,I,C,,215,5701,1,43665.7,4572,MMH 2000 Building Waterproofin
