Account,Account_Num,Account_Description,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01
1507,1507,Prepaid insurance - Pollution,,,,,,,,,,,,,,,6446.92,-586.08,-586.08,-586.08,-586.08,-586.08,-586.08,-586.08,-586.08,-586.08,-586.1,-586.1,22852.23,-2077.48,-2077.48,-2077.48,-2077.48,-2077.48,-2077.48,-2077.48,-2077.48,-2077.48,-2077.46,-2077.45,26693.94,-2426.72,-2426.72,-2426.72,-2426.72,-2426.72,-2426.72,-2426.72,-2426.72,-2426.72,-2426.73,-2426.73,27637.11,-2512.46,-2512.46,-2512.46,-2512.46,-2512.46,-2512.46,-2512.46,-2512.46,-2512.46,-2512.48,-2512.49,30729.19,-2793.56,-5587.12,,-2793.56,-2793.56,-2793.56,-2793.56,-2793.56,-2793.56,-2793.57,25142.77,-2328.03,-2328.03,-2328.03,-2328.03,-2328.03,-2328.03,-2328.03,-2328.03,-2328.03,-2328.03,-2328.03,-2328.03,31334.4,-2848.58,-2848.58,-2848.58,-2848.58,-2848.58,-2848.58,-2848.58,-2848.58,-2848.58,-2848.58,42053.29,-3741.82,-3741.82,-3741.82,-3741.82,-3741.82,-3741.82,-3741.82,-3741.82,-3741.82,-3741.82,-3741.82,-3741.86,47010.87,-4273.72,-4273.72,-4273.72,-4273.72,-4273.72,-4273.72,-4273.72,-4273.72,-4273.72,-4273.72,-4273.67,89792.28,-5281.9,-5281.9,-5281.9,-5281.9,-5281.9,-5281.9,-5281.9,-5281.9,-5281.9,
1510,1510,Prepaid insurance - Excess,,0.0,43033.44,-3912.14,-3912.14,-3912.14,-2334.69,-4137.49,-4137.49,-4137.49,-4137.49,-4137.49,-4137.49,-4137.39,106200.51,-9654.59,-9654.59,-9654.59,-9654.59,-9654.59,-9654.59,-9654.59,-9654.59,-9654.59,-9654.6,-9654.6,38958.33,-3541.67,-3541.67,-3541.67,-3541.67,-3541.67,-3541.67,-3541.67,-3541.67,-3541.67,-3541.65,-3541.65,32358.33,-2941.67,-2941.67,-2941.67,-2941.67,-2941.67,-2941.67,-2941.67,-2941.67,-2941.67,-2941.65,-2941.65,33275.0,-3025.0,-3025.0,-3025.0,-3025.0,-3025.0,-3025.0,-3025.0,-3025.0,-3025.0,-3025.0,-3025.0,33149.42,-3013.58,-6027.16,,-3013.58,-3013.58,-3013.58,-3013.58,-3013.58,-3013.58,-3013.6,40186.4,-3600.0,-3600.0,-3600.0,-3600.0,-3600.0,-3600.0,-3600.0,-3600.0,-3600.0,-3600.0,-3600.0,-3600.0,33022.92,-3002.08,-3002.08,-3002.08,-3002.08,-3002.08,-3002.08,-3002.08,-3002.08,-3002.08,-3002.08,39797.92,-3600.0,-3600.0,-3600.0,-3600.0,-3600.0,-3566.67,-3566.67,-3566.67,-3566.67,-3566.67,-3566.67,-3400.02,45833.33,-4166.67,-4166.67,-4166.67,-4166.67,-4166.67,-4166.67,-4166.67,-4166.67,-4166.67,-4166.67,-4166.63,,,,,,,,,,,
1515,1515,Insurance allocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12876.0,,1839.43,1839.43,1839.43,1839.43,1839.43,1839.43,1839.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,1530,Prepaid telephone costs,,1508.06,-125.67,-125.67,-125.67,-125.67,-125.67,-125.67,-125.67,-125.67,-125.67,-125.67,-125.67,1538.89,-138.72,-138.72,-138.72,-138.72,-138.72,-138.72,269.58,-220.38,-220.38,-220.38,-220.35,2367.54,-215.66,-215.66,-215.66,-215.66,-215.66,-215.66,-215.66,-215.66,-215.66,-215.66,-215.65,2834.86,-254.21,-254.21,-254.21,-254.21,-254.21,-254.21,-254.21,-254.21,-254.21,-254.21,-254.2,2547.19,-233.45,119.43,-277.56,-277.56,-277.56,-277.56,-277.56,-277.56,-277.56,-189.34,-277.56,2975.37,-254.2,-254.2,-508.4,,-254.2,-355.48,-271.08,-271.08,-271.08,-271.08,-271.06,2835.39,-258.87,-258.87,-258.87,-258.87,-258.87,-258.87,-258.87,-258.87,-258.87,-258.87,-258.87,3529.33,-315.68,-315.68,571.53,-411.74,-411.74,-434.43,-250.45,-444.0,-444.0,-444.0,-444.0,5178.1,-468.51,-468.51,-468.51,-468.51,-468.51,-468.51,-468.51,-468.51,-468.51,-468.51,-468.51,2073.22,-569.38,-179.3,127.76,301.54,-277.79,-277.79,-277.79,-277.79,-277.79,-277.79,-277.79,3244.13,-293.5,-293.5,-293.5,-293.5,-293.5,-293.5,-293.5,-293.5,-293.5,-293.5,
1540,1540,Prepaid IT service,,921.77,-76.81,-76.81,162.59,-96.76,-96.76,-96.76,-96.76,-96.76,-96.76,-96.76,1758.25,6692.95,-832.71,-832.71,-833.97,-34.71,-1532.07,-843.96,-584.07,-856.07,418.83,1040.76,9626.51,336.38,-1433.96,-1312.32,-806.19,-1498.12,-1362.53,-1494.45,-1289.56,6780.54,-1622.15,-1692.01,8536.61,281.4,-1699.18,-2128.59,-924.8,-1647.23,-1531.35,-1380.58,16137.74,-4579.85,-2412.98,-2319.99,8143.36,-2912.32,-2381.65,-1759.59,-2220.69,-2387.67,-2432.68,-2174.0,17373.35,-2563.45,-2623.33,-2563.45,8065.11,-2468.16,-2688.79,-2091.59,-5157.8,203.76,-2692.78,-1503.45,17445.78,-2795.92,4154.52,-2834.36,5736.09,-3111.17,-2934.53,-2921.24,-2855.96,-2855.96,-2718.25,-4932.16,-242.3,17178.57,-2432.71,7394.89,-2658.16,-2833.0,-2833.0,-2833.0,-2112.11,-2853.0,-3003.0,-2928.0,24949.78,-3446.36,-3614.12,2294.85,7500.41,-3780.79,-3780.79,-3484.25,-2280.91,-3836.17,-3886.63,-3670.6,26096.29,-4163.48,-4042.7,15737.12,-3716.79,-4423.95,-4270.17,-3840.63,-1455.88,-4793.16,-4530.66,-4680.7,-4659.72,28954.82,-4994.35,-4994.35,22252.99,-5176.26,-5162.28,-5110.34,-5036.4,41060.79,-15686.54,-16920.29,-17648.34,87237.68,-5018.59,-12806.89,
1545,1545,Prepaid rent,,,,,,,,,,,,1500.0,,,,-1500.0,,1500.0,,-1500.0,,,,1500.0,,-1500.0,,,,,,,,,,,,5915.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5915.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,1550,Prepaid Advertising & Marketin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193753.07,-5382.03,-5382.03,-5382.03,-5382.03,-5382.03,-5382.03,15713.97,-12414.03,-12414.03,
1600,1600,Prepaid Income taxes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193390.0,,,,,,,,,,,,1361.0,,,,,,43609.0,47736.0,,,,,-180796.38,,,-47736.0,2136.38,,66200.0,,,40300.0,,,-166200.0,,,,99300.0,,,,,,1000.0,,-100070.0,,,,,,,,,,,,,,,,,,,,,,,,,
1610,1610,Accrued Credits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684145.43,,,,,,,,,,,,,,,-684145.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,1700,Security deposit,,,,,,,,,,,1500.0,,,,,,,6415.0,,,,,,,,,,,,,,,,,,,,6280.0,,-7915.0,,,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115083.0,-115083.0,,,,,80771.0,,,,,,,84818.0,,,,
1750,1750,Organization costs,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1800,Client Knowledge,,96614.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,1805,Accum amort - Client Know,,,,,,,,,,,,-5367.0,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-1073.4,,-536.7,-536.7,-536.7,-536.7,-536.7,-539.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.7,-536.3,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,-537.0,
1900,1900,Deferred tax asset,,,,,,,,,,,,3551.0,,,,,,,,,,,,-44835.0,,,,,,,,,,,,41284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,2000,Contracts payable,-35.85,-13200.12,-32251.61,-5580.31,-30996.19,-13293.96,-49517.11,-8814.28,-130309.91,-24852.94,-347085.76,246922.82,-449551.02,243720.68,-565774.55,-467097.96,324665.25,-275924.43,611743.93,83062.33,-164453.27,94809.18,-223463.83,455968.77,166732.57,-226374.04,-116543.7,91583.1,-226514.63,228796.18,-59840.89,-202841.21,-541999.52,-427003.99,-1196365.13,730663.3,76373.22,-1594818.2,-39108.2,50271.79,-720901.35,1103965.26,2772.98,-600029.1,-757093.17,177270.54,677411.69,3089354.14,-428635.12,-338187.81,367201.12,-786124.96,-141960.79,-638061.51,-359266.35,824520.97,38777.16,150714.22,722103.72,-316202.86,315493.51,448205.51,-498472.34,508488.05,107548.64,-388780.89,-273468.8,133703.17,-599742.66,585792.28,-924573.93,-42573.29,118177.97,-282139.28,448456.68,38052.79,-44104.22,-15982.24,248393.18,91664.97,15568.4,-353148.07,206084.83,-332614.88,-263467.96,-114099.69,-1120336.46,51554.18,-26403.09,566662.78,-474978.56,-815352.26,-275709.45,822720.93,88058.76,404662.95,-928435.58,-310313.28,309361.1,-605988.4,-701791.06,39317.91,530663.05,982393.5,95340.74,694877.95,-441445.6,227840.22,-676110.4,38506.58,-175015.72,-88476.26,-670125.05,-1148715.2,203624.28,872338.65,287272.62,-502452.04,286839.03,745081.75,-1021486.04,-60537.16,-1553998.56,710033.31,-794146.03,-153323.85,496239.57,1348067.24,10549.08,679697.54,-850004.28,2586529.07,
2005,2005,Related Contracts Payable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
2010,2010,Retention payable,,,,-867.0,-1118.0,190.7,-2082.0,-5610.81,-6452.3,-7046.6,-19772.09,-8288.1,-43109.77,-29038.01,-58996.43,-51880.95,-22724.01,-36196.12,-8842.26,-32710.79,-36917.14,-24500.33,-33753.3,118899.5,22395.86,-14978.82,127434.6,28568.0,-18841.8,-3361.87,28707.51,-18391.42,-55609.95,-49994.71,-100789.24,3030.12,-61348.64,-115071.85,-79590.22,-84220.69,-115207.19,-33276.34,-79108.87,-94920.64,-35785.33,-41912.67,-7163.53,8327.79,-1089.36,-39007.21,85589.28,-51163.84,-21004.19,-29170.5,196414.3,23348.78,-13929.39,617.32,116478.23,50920.44,1503.55,15002.26,-7336.28,338695.65,174765.36,-10981.02,-44976.19,-11677.09,-32252.3,57797.39,-70314.79,-26294.01,-68316.55,-49306.26,-45671.76,-8954.55,-23448.3,-56791.73,-4233.06,-39304.75,157897.32,-58039.36,84779.0,-3092.52,-54241.24,-63370.82,-107875.19,-50340.93,13989.53,-53086.82,11211.56,-162256.25,-60920.66,115408.36,-63204.35,-38094.93,-109984.65,-60482.52,-59663.65,-123526.21,-102605.51,-100605.71,26831.94,35451.05,79939.33,77654.66,106217.78,122325.82,-88184.37,-100144.62,-111378.62,91708.17,-138228.96,-72825.46,-62307.63,98087.88,-106896.65,-155011.43,7728.4,35694.59,-243822.72,-96164.36,-209240.52,63966.52,40348.12,-16305.98,-207394.77,2150.56,-96662.24,912.34,-131805.69,259732.03,
2015,2015,Credit card - GBB ,,,-0.0,,0.0,-0.0,0.0,0.0,-0.0,-0.0,-151.56,-63.98,-817.97,1033.51,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.98,-58.98,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-13874.69,13874.69,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-115.56,115.56,0.0,-0.0,-0.0,-0.0,-0.0,0.0,9513.57,-9513.57,-0.0,0.0,408.33,-408.33,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,80.0,-223.7,143.7,-0.0,0.0,0.0,-5.0,1723.99,-1718.99,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,1476.73,-392.07,78.59,-1163.25,0.0,0.0,8627.72,-2645.99,-5981.73,0.0,0.0,0.0,0.0,384.24,-384.24,22865.85,-22865.85,-100.0,100.0,4001.4,-4526.4,-0.0,525.0,0.0,0.0,-0.0,0.0,-0.0,0.0,10.0,-0.0,-0.0,1310.0,-1320.0,2341.39,
2016,2016,Credit card - RET,,,4637.85,1998.26,-1720.0,-4916.11,-0.0,0.0,0.0,-12034.46,11454.46,-3604.39,-2033.82,6218.21,0.0,0.0,5426.06,-5426.06,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,60.0,-29.34,-30.66,0.0,0.0,0.0,0.0,0.0,-0.0,-1623.45,1623.45,33.57,57.37,-2220.84,2129.9,0.0,0.0,-3285.37,4046.19,-760.82,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,728.55,-728.55,0.0,-0.0,-0.0,0.0,4400.0,-4400.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,0.0,-0.0,0.0,0.01,0.0,-0.0,,-0.0,3259.74,,33949.92,-24880.56,26842.84,-18537.48,30515.92,-51150.38,7900.84,36438.79,-9149.73,13280.49,-8464.45,-35979.37,29149.61,-29564.39,1679.27,-3791.06,-227.04,-1272.96,35874.84,5092.43,-28216.33,-23003.37,48554.03,-3507.0,-35083.17,1899.04,60106.22,-59452.09,-1968.2,,
2017,2017,Credit card - RJG,,,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-489.43,406.98,82.45,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,4924.78,-0.0,-5564.82,640.04,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,7707.67,-7707.67,0.0,-0.0,-8013.56,8013.56,-0.0,5291.04,-5291.04,-0.0,0.0,0.0,-0.0,-2639.66,2639.66,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,5338.05,-5338.05,0.0,-0.0,0.0,0.0,-0.0,0.0,5286.89,-3319.02,-1723.55,0.0,-958.08,713.76,0.0,0.0,-0.0,-0.0,-0.0,,0.0,-0.0,0.0,,0.0,,0.0,-0.0,1108.87,-1108.86,-0.01,34044.94,-34044.94,26319.26,-26319.26,7523.76,-3648.95,-3874.81,25048.77,-13810.49,341.16,-852.65,-1799.62,3602.82,14210.63,-28221.84,14640.55,11955.37,-316.85,-24797.85,-19432.56,26998.84,-6040.44,-324.22,20307.63,3512.08,-2100.62,-535.54,-10670.97,4109.3,1396.82,14768.79,
2018,2018,Credit card - MAF,,,,0.0,,0.0,-3936.24,3936.24,-6407.08,6407.08,-54.37,-23141.42,18635.97,4559.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,556.64,-556.64,-0.0,0.0,-0.0,-0.0,462.94,-462.94,0.0,-0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2021,Accrued 401K Contributions,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-226.58,226.58,0.0,-108.16,108.16,-112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,2076.84,-2076.84,0.0,5501.87,-5501.87,0.0,0.0,0.0,21.5,-121.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13609.57,-13609.57,-26211.8,26211.8,0.0,0.0,13111.19,-13111.19,0.0,-123.26,123.26,12606.86,-12606.86,0.0,0.0,0.0,0.0,13829.69,-13829.69,0.0,0.0,0.0,14145.34,-498.35,-13646.99,6040.27,-6040.27,6632.28,-37601.9,35254.1,-8482.49,-1276.68,12195.71,-6403.49,0.0,381.25,-550.49,169.24,-317.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10574.06,-10574.06,-0.0,15308.93,-15308.93,11778.18,172.07,-11950.25,0.0,0.0,0.0,0.0,0.0,0.0,10830.27,-10830.27,0.0,0.0,0.0,0.0,15453.97,-15453.97,0.0,13285.23,-13285.23,0.0,0.0,0.0,0.0,-14952.23
2023,2023,Accrued Health Insurance,,,,,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,2025,Accrued PTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80229.0,,,,,,,,,,,,-44225.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2812.0,7623.0,-411.0,-3318.82,0.0,
2028,2028,Accrued Bonus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58333.0,-58333.0,-58333.0,-58333.0,-58333.0,-58333.0,-58333.0,-58333.0,-58333.0,-58333.0,-58333.0,641663.0,
2030,2030,Accrued payroll,,,,,,,,,,,,-80670.0,,80670.0,,,,,,,,,,-713636.0,,713636.0,,,,,,,,,,-558332.0,558332.0,,,,,,,,,,,-405884.02,,,405884.02,,,,,,,,,-638326.03,560886.2,77439.83,,,,,,,,,,-162860.07,162860.07,,,,,,,,,,,-424028.0,424028.0,,,,,,,,,,,-32295.0,32295.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
2070,2070,Training Fund Deductions,,,,,,,,,,,,-6171.26,,6171.26,,,,,,,,,,-34006.92,,34006.92,,,,,,,,,,-27546.61,27546.61,,,,,,,,,,,-19171.52,,,19171.52,0.0,0.0,0.0,6.33,3.89,-10.22,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-4.12,4.12,0.0,0.0,0.0,20.52,-20.52,-0.0,-0.0,0.0,-4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,-150.95,196.85,-198.5,152.6,0.0,-135.84,235.77,-224.64,124.71,-127.14,-141.02,268.16,-140.62,-151.5,-110.28,402.4,249.74,-71.96,-111.28,-69.68,3.18,-92.04,92.04,0.0,-0.0,0.0,-9.45,9.45,,-0.0,-0.0,,,-89.08
2100,2100,Accrued worker`s comp,,,,,20.35,13.05,-33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-8746.66,-9821.95,-6746.18,-3024.46,2289.13,0.02,-0.1,-0.05,0.01,-0.01,0.03,26050.22,70.65,77.74,-1045.61,-815.96,-0.76,-0.99,-0.68,1715.22,-0.82,47.99,-0.1,-46.68,-0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9011.97,-9011.97,0.0,0.0,-7069.82,0.0,0.0,0.0,0.0,7069.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2142.09,-2142.09,0.0,-3149.2,-2899.37,4510.5,-4510.5,0.0,1920.23,-1920.23,1665.52,-1665.52,2278.4,-2278.4,0.0,2171.07,-2171.07,0.0,0.0,0.0,0.0,6048.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3141.03,-3141.03,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4007.63,-4007.63,0.0,-0.0,0.0,-1409.28,64.04,-3066.09,221.8,269.17,-5092.14,5634.0,630.02,6575.03,-57953.5,-3293.0
2110,2110,Insurance financing,,,-32675.25,3521.84,3548.55,3575.46,3602.57,3629.89,3657.42,3685.16,3713.1,-2456.02,958.32,1847.82,-63010.41,7186.97,8905.79,7186.97,7186.97,7186.97,28747.88,,,,,,,,,,,,,,,,,48090.49,-136073.49,12569.0,12569.0,12569.0,12569.0,,36808.0,,,899.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,2120,Overbillings,,,,,,,,,,,,-861835.0,861835.0,,,,,,,,,,,-738600.0,738600.0,,,,,,,,,,,-1343720.0,1343720.0,,,,,,,,,,,-991726.0,991726.0,,,,,,,,,,,-1219034.0,,,,,,,,,,,,379512.0,,0.0,,,,,,,,,,-678874.0,,,,,,,,,,,,-397800.0,,,,,,,,,,,,397766.0,,,,,,,,,,,,-557377.0,635188.0,-591500.0,-3723146.0,-2971680.0,-1514172.0,-2357063.0,-1836756.0,160156.0,-604150.0,604758.0,209381.0,0.0,
2130,2130,Federal taxes payable,,,,,,,,,,,,-15033.0,,26203.0,,,,,,,,,,-158378.0,,,,187308.0,,40100.0,,,40100.0,,,-306982.0,,,186682.0,86800.0,,86800.0,,,0.0,86800.0,,-251837.0,,,,-8563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47566.0,,,,47566.0,,,,,,,,-147912.0,,,,,,,,147912.0,,,,,,,,,,,,,,,,,
2140,2140,State taxes payable,,,,,,,,,,,,-9182.0,,18482.0,,,,,,,,,,-50255.0,,,,56055.0,,20200.0,,,,,,-88521.0,,,53221.0,31100.0,,41500.0,,,,,,-125073.0,,,52473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94264.0,,,,94264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,2150,Deferred tax liability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47803.0,,,,,,,,,,,,11082.0,,,,,,,,,,,,-27609.0,,,,,,,,,,,,25100.0,,,,,,,,,,,,-194591.0,,,,,,,,0.0,,,,27386.0,,,,,,,122119.0,,,,,84316.0,,,,,,,,,,,,,,,,,,,,,,,,,
2200,2200,Uninvoiced Receipts,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,-38.39,36.95,-1804.73,,1804.73,-0.58,,,,,,2.02,,,,,,,,,,,,-102622.0,,,,,,,,,,,,,102622.0,,,,,,,,,,,,0.0,,0.0,,-19671.8,19671.8,0.0,0.0,,,,0.0,,,,,,,0.0,,,,0.0,0.0,
2250,2250,Shareholder advance,,-1018.26,0.0,994.0,,,,,,24.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,2500,Loan - Bridge Bank,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-540000.0,,,,,,,,540000.0,,,,,,,7680.99,,-7680.99,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2510,2510,Note - Vehicles,,-14500.0,,,,,1037.09,1014.33,1017.76,1022.46,1024.68,9383.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69488.86,1347.39,2694.78,,1347.39,64099.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9238.08,9238.08,,,,,,,,,,,,,,,,,,,,,,,,
